,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate,max_heartrate,map_summary_polyline,elev_high,elev_low,average_cadence,average_watts,kilojoules
0,"{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'distance': 7116.8}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'moving_time': 2920}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'elapsed_time': 2981}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'total_elevation_gain': 174.0}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'average_speed': 2.437}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'max_speed': 4.8}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'average_heartrate': 148.1}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'max_heartrate': 184.0}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'map.summary_polyline': 'ipwlHizxEAA]yBCoDF_A\\kAR}AFiAD[b@wATqAXu@RmABk@Js@n@kCT{APuBT_E\\{CH_BLgAHqAPoAh@gBjAwC`@qBTm@Ja@NaA@MESYeBISMQ]US[QKMSQmACo@?k@JcBH[Hu@f@wBhAmDZ_Bh@yB?GA?CFw@jEwAhEYbAIb@ITM`AE`B@tAFd@Ld@JNPL^j@H@NNJPb@~B?VWpAIXO\\c@pBSn@o@zAg@|AOr@SzAAl@Iz@Ab@}@rIG|Aa@~DKf@Sj@YjAIbAId@]x@@XKx@Or@Wv@I^KpAs@zEEt@B~@Ar@T`CLn@?NINi@ZOBW?]NE^EjCGv@CfAIZa@j@EBmCJAAAB[Q_@Mo@c@eA]k@YdBj@FAJHQAYMq@Oi@Wc@OWOAEXPB?JFRDHFPDs@E_A_@]Ee@Q[ECA@CHD^Dp@TCEgBg@c@Gg@[OYa@e@IUIFGAO[qAiBWg@e@u@EKBAPDPb@j@fAABcBgCEOKIa@u@RBV`@B?NIJANEFMHq@Po@BSCMa@YeAYa@OMIKOMeAGMECPdANLFJRFFFKAMKQ[QiAYy@IKKBGf@DjAKm@?UDI?EB~@Fl@\\dB@LENC@OGk@_@WWJ?JFn@`@NPkAm@iAy@Yc@@?A@NHJ@TPVXc@S[WIKKYM}@GiABTJRDh@H\\?NUmAOgBMu@KgAAEC?@CBAB`@Hh@NNBH@ZR~B@^Ln@|@~@JDNNTLv@p@TJ~A~B^h@Zt@n@fABPPXf@f@JTTTJRf@f@NFd@^TJ`Bd@FFx@\\LBV@h@TL@fAb@N?tAn@LBT?TDZBX?RCVBHAFCDOZY?g@Bc@D[H_@D]LmE@HJJn@EHC\\?DCDQBG?KOu@YkBA}BB_AF_@Lm@LmANy@PaB^mAR_AHWLIDK@EGKBIHMIZMNQjAg@|AKb@Ax@Gd@Kr@[zAM~@At@DhB'}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'elev_high': 128.0}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'elev_low': 10.0}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'average_cadence': 81.6}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'average_watts': 243.1}","{'name': 'Prépa Trail 42km W2S2', 'id': 16150214950, 'start_date': '2025-10-15T14:59:57Z', 'kilojoules': 695.3}"
1,"{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'distance': 6293.1}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'moving_time': 2448}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'elapsed_time': 2448}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'total_elevation_gain': 16.0}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'average_speed': 2.571}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'max_speed': 3.96}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'average_heartrate': 139.3}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'max_heartrate': 167.0}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'map.summary_polyline': 'gpwlHyyxEQ}@OqBE_CDq@B]^iBNqABi@D_@Lm@Rm@RcADI\\eA?OLo@F}@Fa@`@wAPaA`@oDJiC\\aCh@oGJaBNaAp@_C|@wBJa@PeAZu@\\eB?WGg@QeAMa@OQOG[c@WSIMKg@Ew@A_AHkBJe@B_@T_Ad@oBr@oBdAcF@SGW?MXaBp@yAj@}BL_AZuCVeBJkAPsAM~AQhAG`AU|AOxBk@dC_@h@Wj@EJ[hBDV@Rk@xC_@~AkAfDQv@MZMb@Ij@IrBDzADd@Tp@RN^d@\\THN`@vBDV?L_@hBYv@[|A_@bAu@~Ag@rB[fDEfAWvC_@zCCbAIjAWlBI`Aw@pCMbBe@xAI~@EZMf@Yj@Ib@EpAQlAK`@QdAK~@@fCVvCPh@JLb@NTVNHp@EpAJb@AFCj@uAJC^CHK@KD{@H{@@u@K_BC_AFgAOq@B]Ns@CSQ[k@k@i@]OOIGG@GDUd@K^OfAOb@OVU|@E`BBnCG~DCz@@RFFb@DN?nADLCT_ALQFEPETBDCDIDmAHq@FaAMyACq@JcA?QQo@Bc@Jg@AYGM}@cAw@i@MAQRGT]hBSp@Q^Ov@EnBFlAQ`H@TBFlCFFEDGLi@Pa@TGV@HIBM@q@JaABeAE}BBs@A]Q{@Da@Ha@@]MYSUeAaAYQKBSXSt@CTQ|@i@lAIj@EjBBtBK~FFV`A?`ADFID}@HoFCQKGcBGQ@KJ'}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'elev_high': 18.6}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'elev_low': 6.4}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'average_cadence': 82.5}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'average_watts': 243.7}","{'name': 'Prépa Trail 42km W2S1', 'id': 16137965500, 'start_date': '2025-10-14T13:15:30Z', 'kilojoules': 596.5}"
2,"{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'distance': 3507.3}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'moving_time': 1170}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'elapsed_time': 1170}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'total_elevation_gain': 9.0}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'average_speed': 2.998}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'max_speed': 4.8}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'average_heartrate': 150.7}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'max_heartrate': 179.0}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'map.summary_polyline': 'mqwlHi_yECiCHu@H[F{@XgBJsAl@}BLu@^}@@ULe@Du@Dg@ZuARm@VaBT}BB{@NiB`@{DNgCPoBTqA^uAvA{DTqAPe@d@qB?][qBWe@SM]g@SKWq@IcA?}@HmBPcAd@{BdAuCTmARq@Lu@R_A?GGc@He@@WPy@b@y@Pe@f@oB@UJi@JiAHc@@e@F]B]Jk@LqALa@B]C?WnCaAbIc@hBU`@a@fA[hB?NFP?Nq@bDSz@q@lBa@tAg@xBKt@IfB@lAFf@Jd@FJp@t@ZRNPd@jCAPWtAk@lBKp@M`@kArC]hAOr@Gp@EjAQrBUnC[fCM|B_@rDMr@]`AI`@KtAE\\WpAKZOx@Mh@[r@Ib@E`AKdAm@pDCp@Dn@?x@'}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'elev_high': 17.8}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'elev_low': 12.2}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'average_cadence': 87.3}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'average_watts': 278.3}","{'name': 'Afternoon Run', 'id': 16126906432, 'start_date': '2025-10-13T13:13:57Z', 'kilojoules': 325.6}"
3,"{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'distance': 14651.0}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'moving_time': 5791}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'elapsed_time': 5884}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'total_elevation_gain': 339.0}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'average_speed': 2.53}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'max_speed': 4.22}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'average_heartrate': 155.3}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'max_heartrate': 180.0}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'map.summary_polyline': 'cswlHcxxEMEEKFgEPwBZmFAk@FaAEKRYHc@FcDVuBB}@AFCRPDnAi@NUPi@n@uCFi@Rc@LiANKRwCXgBf@iHVwAn@cC~@{Bd@qB?GIIeBe@s@cBe@Y[CKYCk@DuA`@_E^{AF_@T[NoAP[HBt@|@DVQBQMLg@NQXLvAdB~A|CvAhGP~ATvDALKFcA?m@]eB[q@WAK`@iBBe@g@gCy@iA[SUq@QDQVK`@GdA]t@SL_@CESF_Bb@_DG`@IFg@c@O]k@CWW{AoCkAwACaAISUQRRLb@@^IZDS@c@E]KSu@IuEbAd@OLYZCDKEQk@SOSy@IQWq@m@{A}@?IVQTc@jAi@j@m@l@kFX}E`@yDVuL@}@GiAY}Ag@_BeAsByAoByAqAW_@ICo@Xo@hAIFuE{CiCqBkAYe@}@{BcBq@QkBCIGOm@g@aAQLw@jAcAnAwB~A{B`AgBVe@TqErEo@lAiCR[m@eAo@a@ImEpBgAv@}Ab@mARmCL_CWw@Fo@\\}@hAi@^oErAm@EsAg@BOXYPs@hAUzAs@h@ERMdAyD\\c@`E?rE_@fD}@hGaA`@Ul@q@bAe@pA]`EcBtCKx@S`C\\jAEv@a@TYTaAFaAH]`Aw@n@y@`@W~@FNCx@r@|APjF|ApBjAr@p@`@Pf@j@dAf@Zd@f@jAp@~@\\dAHp@eAkAk@SuFyEcAk@kBu@wBo@]Aa@[g@QqBA}@TkA`BaAdAyA`Au@a@w@Be@o@a@@m@Ss@NyBFqD`AsCbAu@d@}AhA{Dp@wDlAwHh@oCCYTKRc@lAM|@U\\uBz@uAXOLSf@YXW@][WMPBLRTFf@S^w@nAQnAm@z@SRa@Ls@l@qBb@[zC@~BMxHoAbGsAf@c@DKvAy@nAa@RQpCy@fDUh@Q|@TxCDt@]Z_@ReAFeALYpBoBn@Y`AFt@p@`C`@~DfA`B~@hAdAhA|@fAl@RVb@pAz@fA^pBlBzA~AtBhAvBz@pCNnBU|Mc@`F_AxLIVWXcAf@a@Z]d@QHvBnAj@x@z@DNPd@PDJAN_@NERpDu@d@DTVBbAFPfAlAvAdCf@\\h@Lr@n@DLCf@w@`EOnB?zAKn@ObCw@|GObCKz@QbDa@fFS~Aa@pGU~BYvEg@`GOfGD\\JJ'}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'elev_high': 142.4}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'elev_low': 15.0}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'average_cadence': 85.4}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'average_watts': 249.6}","{'name': 'Prépa Trail 42km W1S4', 'id': 16097780019, 'start_date': '2025-10-10T15:45:59Z', 'kilojoules': 1438.9}"
4,"{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'distance': 6802.4}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'moving_time': 2752}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'elapsed_time': 2752}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'total_elevation_gain': 157.0}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'average_speed': 2.472}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'max_speed': 3.38}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'average_heartrate': 139.4}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'max_heartrate': 169.0}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'map.summary_polyline': 'eswlHy{xECBKv@E@AFChCGfA?j@CXMt@Ct@ER[h@MBOC[ASBSJS?UDUAUG]U]@GC_@DQFc@XsArA]x@Qj@Mp@EBOMOCOIWYWMQQuAy@k@c@e@Qa@YQIWSq@YUSoAo@[Uc@Sa@UEEGBCHMz@Sn@UnBO\\YDIEWVMBG?S[Se@[g@O]ESOWe@q@q@mAGCINCzACPe@lAi@fAE?Wi@W_@OQMYaC{DWi@s@gAaA{Am@iAe@q@e@}@GOMCIB]RI@q@XoB`AoBt@MIUa@]g@Mc@KGa@B?PPf@?LOZMz@CFC?{@mBm@aA]y@w@qA_@u@IWMOo@sAKg@GGYc@g@_AQi@cA_Cw@{BWaAYm@y@cCcBsDk@wAe@_AcBmCeBsD_@o@s@eBG@ING@]{@IGGBg@^c@r@Kb@CR?TFR\\j@NHP?HNF^DLl@p@JF@J?l@An@CFODSJWDs@b@[FQIEKAU`@}@Je@Zk@ZOJBTEFBRTL@FGJSV_Ah@_Bp@u@JUl@u@\\i@hAeAh@o@h@}@PKVYvAoBVUBA`@a@JU\\?Ps@`@E`@@VNP\\NDT?`@Gv@E\\DhA?PDFATHRTFDLMLWV}@LQDSDi@BCPD\\T\\L`Al@TH\\ZDHXRjAn@JJdAtANZnAxB^z@xAjCZv@nA~B|@vBRZNh@pCnGj@~ALP`@T|@p@f@f@LBHLL^PlAFdBLbADHFDPIpAsAp@_@h@SVE~@Gt@@RGXIVQ~@a@v@k@\\_@^k@t@aB\\sADg@HYToARo@Rc@Xc@DCDBLYXYvAmAPQVO`@a@F?DD@JE|@CtB@ZBBF?VSXIX@FHGjB@~@OzF?xBKzG@r@GtAJL`A`@t@d@hAf@DXEr@DPL@`@CNGJOD@CjADj@GfAD\\'}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'elev_high': 161.0}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'elev_low': 16.8}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'average_cadence': 81.3}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'average_watts': 236.6}","{'name': 'Prépa Trail 42km W1S3', 'id': 16087030269, 'start_date': '2025-10-09T15:40:20Z', 'kilojoules': 650.3}"
5,"{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'distance': 5883.2}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'moving_time': 2716}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'elapsed_time': 2774}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'total_elevation_gain': 243.0}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'average_speed': 2.166}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'max_speed': 4.28}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'average_heartrate': 147.6}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'max_heartrate': 182.0}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'map.summary_polyline': 'etwlHktxE@l@Y`D?\\i@x@K@k@EQ@SD{@Fc@EUSQ@SISBMDiAp@_A`ASd@Sz@Sx@C@GASKg@_@WKk@i@E@QTERu@hDQh@y@hDCVMl@Qb@C?GEEBAFDX?FG\\ILMCKIQQMWIIKCEYSg@GB[j@GDCA{AiCKGKWK?Sj@g@r@a@x@o@bAoAbCa@j@uA~B[n@Y\\Wf@[d@Qd@GFGNeAfBW\\ENMPS^KFGCm@eDKs@Ka@AKBKb@g@Tc@n@{@v@oAz@gAPSd@u@rAmBhAoAr@iAjAoALUjBaCBICKy@wAGM?RYl@q@z@}@`BUXq@dAa@t@@FLa@R_@~@yAXq@NQN]hA_BxAxAEGm@oAOSYk@{@oB{@}AA@iAiBY]_@q@Sk@?EDDN`@b@l@`@t@mAmBc@k@k@gAJRZPZd@Td@L\\?Da@q@[_@o@{A_@o@JNXXZv@RNVr@?FOSeAyBy@wALDNPN`@T\\JTRZTn@W]}@kBm@}@IU@BGE@CLF^f@t@~ADDJDVp@DRi@u@}AyCIIDAFBNNr@rA\\z@^r@Rd@}@qAo@uAe@}@@@@CHBV`@FTj@hAN`@NT@ABDAACB@@MQq@uAeAiBB@@EHDFLHTl@dAx@dBB@A@?AA@IQ_@g@eAkB[s@B?DMBRNZTXNb@Zj@\\v@PTNb@HJTj@b@l@Rb@d@r@l@nAhApBHER]J@PCB@J?HKBm@\\mBLgATo@Jm@RUNCd@?b@Bl@@h@E~@Db@?HCb@H^CR@LDLPDBJBN?\\LZAZPj@H\\JXNPFL?t@TRNXLb@NN@TFbAf@JB^Hh@CJBfAAHGJ]JQ?]Ha@?[b@oDB_AA[?_BJE'}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'elev_high': 137.4}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'elev_low': 19.6}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'average_cadence': 79.8}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'average_watts': 211.6}","{'name': 'Prépa Trail 42km W1S2', 'id': 16060227073, 'start_date': '2025-10-07T07:51:20Z', 'kilojoules': 557.4}"
6,"{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'distance': 6020.3}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'moving_time': 2538}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'elapsed_time': 3258}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'total_elevation_gain': 21.0}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'average_speed': 2.372}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'max_speed': 3.52}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'average_heartrate': 133.8}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'max_heartrate': 150.0}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'map.summary_polyline': 'aswlHe|xEG@OPEb@I`FGbA@b@Az@NRZLLNHNHb@Cd@?PNVNDVGJBb@In@FNAZDRFVPh@j@`@l@NNC\\@JFFNDFNXpB\\f@Jb@Ff@Tx@Jt@h@pBXvAJR@RAl@BVLd@Rb@Lb@BZVtAjA|EAv@NdBC`@HVNX@NAJITS~@Cf@Hd@b@nAZ~AJvAJLkAdEQf@GR@LRZ`@RZZd@PPVVF\\TbAb@n@^JHBPCd@SfAEd@K\\Et@I^Et@Kp@CXI`@A^Q`ACl@Gf@?RK~@K^CR@^a@lBU|BSfA]|CQr@UpBc@fC?FTFRRJBFIH]BLCPB{@D[L[VDBBDH@TEf@Wh@QXI`@CPDVA`ASp@Mt@_@bCe@jCW|BQd@U~AK^]lCUbAIp@}A~H]nCe@pBu@bEg@tB]lBUp@CDEAIKCYQHj@`@d@Td@^nEpCR|@Mx@IPi@EKKIq@TqANe@XqARoA`@qBL}@JYX{AB]\\}ADq@hA}F`@cCNi@@UJ]~@mFNOLBZPFKDYDKC]KKq@]YKSOWIu@a@[KQMmAk@WOGAMJMAMEMS?OBWB?Dq@VsANk@B_@NiAPkAVkAJeALw@HcALc@P{AP{@LeAP_APeBXiB\\{C\\iBDo@H]Lu@LsA?GBYLs@NiA@WNcAFaARsA[MOSaAa@II]OYIe@GIMOu@Is@?SVcAFCDKE[HYBSEg@IOOKAKJo@J[Fo@Lc@@SGy@]aBM[Sy@K_@MSESAY@Wd@aB@UCKSQAGDi@Gk@AkAI}@g@iB_@_BMs@C[Ke@CKYa@I[Mw@Em@]qAYu@Ky@'}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'elev_high': 17.0}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'elev_low': 4.2}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'average_cadence': 79.3}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'average_watts': 216.6}","{'name': 'Prepa Trail 42km W1S1', 'id': 16052064576, 'start_date': '2025-10-06T13:13:32Z', 'kilojoules': 549.1}"
7,"{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'distance': 2005.3}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'moving_time': 816}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'elapsed_time': 816}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'total_elevation_gain': 4.0}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'average_speed': 2.457}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'max_speed': 3.32}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'average_heartrate': 140.8}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'max_heartrate': 151.0}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'map.summary_polyline': 'cswlHk{xEMjAAXR@HCdAKBCDK?QMs@YiCAcCJkAh@}CJqAHk@\\cAl@iC@WH[RkBRaAL]VcA^qDFyANkABm@Z_CDo@BkAj@_Fl@}Bz@mBPi@VqAL[Po@XuA?I[dB[|@Kp@Kf@Od@U`@Wr@Of@KPm@tCIx@G|AKlAy@`HG|BStBUtA]bAUhAEbAMn@Sl@ILQ~Ak@tBEbAMrAUp@Id@'}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'elev_high': 11.2}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'elev_low': 5.8}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'average_cadence': 79.2}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'average_watts': 226.0}","{'name': 'Afternoon Run', 'id': 16042095186, 'start_date': '2025-10-05T13:31:57Z', 'kilojoules': 184.5}"
